Date,TEL,MER,AEV,NVDA,META,BTC,SPY,RF_Rate
2023-09-15,17.133119583129883,6.433872247614612,0.8328779827391518,43.8182487487793,297.69573974609375,26608.693359375,428.6487731933594,0.0525
2023-09-18,16.774904251098633,6.377066410618142,0.8037284472290378,43.884132385253906,299.9162292480469,26754.28125,428.900146484375,0.0525
2023-09-19,16.748693466186523,6.360648834191356,0.807449032562625,43.438961029052734,302.414306640625,27211.1171875,428.0106506347656,0.0525
2023-09-20,17.27290916442871,6.387478842536295,0.810772700763437,42.16035079956055,297.0613708496094,27132.0078125,424.07574462890625,0.0525
2023-09-21,17.307859420776367,6.410798494341412,0.8070768857637071,40.940616607666016,293.15557861328125,26567.6328125,417.0665283203125,0.0525
2023-09-22,17.27290916442871,6.535487363592329,0.815614730281199,41.53252410888672,296.4764099121094,26579.568359375,416.128662109375,0.0525
2023-09-25,17.788389205932617,6.47750472120151,0.8114482816505153,42.14337921142578,298.2112121582031,26298.48046875,417.8786315917969,0.0525
2023-09-26,17.7359676361084,6.5153915557027,0.810905914465158,41.832950592041016,296.3574523925781,26217.25,411.73944091796875,0.0525
2023-09-27,17.91070556640625,6.623905592158139,0.8424069908760483,42.388912200927734,295.1481628417969,26352.716796875,411.90374755859375,0.0525
2023-09-28,18.434925079345703,6.530096480028168,0.8803342432080984,43.008766174316406,301.31402587890625,27021.546875,414.29180908203125,0.0525
2023-09-29,18.05049705505371,6.497404513355684,0.885447924849966,43.41800308227539,297.59661865234375,26911.720703125,413.2862854003906,0.0525
2023-10-02,17.928180694580078,6.490872245892177,0.8748566940115544,44.698612213134766,304.14910888671875,27530.78515625,413.1219177246094,0.0525
2023-10-03,17.91070556640625,6.602776414681867,0.8808399699415511,43.43596649169922,298.3202819824219,27429.978515625,407.5918884277344,0.0525
2023-10-04,18.504819869995117,6.507126308025618,0.8754178848682382,43.958984375,302.9198303222656,27799.39453125,410.5599670410156,0.0525
2023-10-05,18.522293090820312,6.465402895339599,0.8708862369951973,44.60478591918945,302.1367492675781,27415.912109375,410.4052734375,0.0525
2023-10-06,18.705766677856445,6.533523981748784,0.8723137424280809,45.67679214477539,312.68414306640625,27946.59765625,415.27789306640625,0.0525
2023-10-09,18.880508422851562,6.4396612215026705,0.8645024653524133,45.18870162963867,315.588623046875,27583.677734375,417.93658447265625,0.0525
2023-10-10,18.96787452697754,6.417018163605576,0.8702531482150028,45.71271896362305,319.038330078125,27391.01953125,420.1119384765625,0.0525
2023-10-11,19.238719940185547,6.6045545788796955,0.8691593825805679,46.718841552734375,324.96630859375,26873.3203125,421.83282470703125,0.0525
